package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CINT_method,CDISP_method,NOAM_type,NOM_type,ATFD_type,FANOUT_type,NOA_type,DIT_type,LOC_type,TCC_type,NOPA_type,CBO_type,WMC_type,WOC_type,AMW_type,NOC_package,NOM_package,NOM_project,LOC_project,isStatic_method,is_long methood
com.freedomotic.plugins,ClientStorage,add Client,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,82,0,0,0,0,1,0,17,113,3867,33857,0,0
com.freedomotic.environment,Graph,add Object Object Object,3,0,0,0,0,1,23,5,3,8,1,5,0,0,0,13,5,5,2,0,199,0.58,0,1,29,1,2.23,5,31,3867,33857,0,0
com.freedomotic.environment,Graph,add Object,1,0,0,0,0,1,6,2,1,3,1,3,0,0,0,13,5,5,2,0,199,0.58,0,1,29,1,2.23,5,31,3867,33857,0,0
com.freedomotic.environment,Graph,add GraphEdge,1,0,3,1,0,0,3,1,0,1,0,4,3,0.33,0,13,5,5,2,0,199,0.58,0,1,29,1,2.23,5,31,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.jersey,UserRoleResource,add String,1,0,0,0,0,0,4,1,0,2,1,2,1,1,0,4,0,3,2,0,39,1,2,3,4,0.6,1,9,51,3867,33857,0,0
com.freedomotic.jfrontend,Handle,addAdiacent,0,0,0,0,0,0,22,1,1,2,1,2,0,0,7,13,4,5,5,0,145,0.09,0,1,14,0.4,1.08,12,94,3867,33857,0,0
com.freedomotic.plugins.impl,ClientStorageInMemoryTest,addAndRemovePluginPlaceholder,0,0,2,1,0,0,15,1,2,5,0.33,12,0,0,0,7,10,12,2,1,89,0.14,0,6,7,1,1,3,11,3867,33857,0,0
com.freedomotic.plugins.impl,ClientStorageInMemoryTest,addAndRemoveValidClient,0,0,1,1,0,0,13,1,2,5,0.5,12,0,0,0,7,10,12,2,1,89,0.14,0,6,7,1,1,3,11,3867,33857,0,0
com.freedomotic.jfrontend,CalloutsUpdater,addCallout Callout,1,0,0,0,0,2,18,5,0,2,1,11,6,0.17,2,7,5,6,3,0,106,0.2,0,1,18,1,2.57,12,94,3867,33857,0,0
com.freedomotic.jfrontend.utils,PropertiesPanel,addColumn,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,10,0,1,4,4,150,0.08,0,1,15,0.75,1.5,8,48,3867,33857,0,0
com.freedomotic.rules,Resolver,addContext String,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,53,0,0,0,0,1,0,15,64,3867,33857,0,0
com.freedomotic.rules,Resolver,addContext String Map,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,53,0,0,0,0,1,0,15,64,3867,33857,0,0
com.freedomotic.rules,Resolver,addContext String Config,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,53,0,0,0,0,1,0,15,64,3867,33857,0,0
com.freedomotic.model.charting,UsageDataFrame,addData List,1,0,0,0,0,0,3,1,0,2,1,1,0,0,4,8,8,8,4,0,93,0,0,1,8,0.25,1,3,28,3867,33857,0,0
com.freedomotic.jfrontend.extras,GraphPanel,addDataFromEvent EventTemplate,1,0,1,1,0,1,8,2,3,6,0.67,6,0,0,0,7,15,15,22,5,407,0.33,0,9,20,1,2.86,4,15,3867,33857,0,0
com.freedomotic.jfrontend.utils,PropertiesPanel,addElement Component int int,3,1,0,0,1,1,17,3,0,2,1,6,0,0,2,10,0,1,4,4,150,0.08,0,1,15,0.75,1.5,8,48,3867,33857,0,0
com.freedomotic.behaviors,TaxonomyBehaviorLogic,addElement String,1,0,0,0,0,1,6,2,0,2,1,2,0,0,1,17,0,1,3,0,214,0.67,0,1,30,0.92,1.76,8,106,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeTrigger,addEmptyRow,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,10,15,28,26,5,422,0.11,0,3,28,0,2.8,9,31,3867,33857,0,0
com.freedomotic.api,Protocol,addEventListener String,1,0,0,0,0,0,3,1,0,2,1,1,0,0,2,18,3,9,4,1,337,0.08,0,5,20,0.82,1.11,8609,15,3867,33857,0,0
com.freedomotic.jfrontend.utils,OpenDialogFileFilter,addExtension String,1,0,0,0,0,1,9,2,0,2,1,3,0,0,2,12,0,0,4,1,242,0.14,0,0,30,0.71,2.5,8,48,3867,33857,0,0
com.freedomotic.behaviors,TaxonomyBehaviorLogic,addListener,1,1,0,0,1,0,3,1,0,2,1,0,0,0,1,17,0,1,3,0,214,0.67,0,1,30,0.92,1.76,8,106,3867,33857,0,0
com.freedomotic.behaviors,RangedIntBehaviorLogic,addListener Listener,1,14,0,0,18,0,3,1,0,2,1,0,0,0,1,21,7,16,4,0,274,0.49,0,3,36,0.95,1.71,8,106,3867,33857,0,0
com.freedomotic.behaviors,PropertiesBehaviorLogic,addListener,1,1,0,0,1,0,3,1,0,2,1,0,0,0,2,12,3,9,3,0,140,0.55,0,3,18,0.82,1.5,8,106,3867,33857,0,0
com.freedomotic.behaviors,ListBehaviorLogic,addListener,1,5,0,0,5,0,3,1,0,2,1,0,0,0,1,16,0,1,3,0,178,0.67,0,1,22,0.92,1.38,8,106,3867,33857,0,0
com.freedomotic.behaviors,DataBehaviorLogic,addListener,1,1,0,0,1,0,3,1,0,2,1,0,0,0,1,13,2,4,5,0,152,0.45,0,1,15,0.92,1.15,8,106,3867,33857,0,0
com.freedomotic.behaviors,BooleanBehaviorLogic,addListener,1,7,0,0,7,0,3,1,0,2,1,0,0,0,1,16,4,13,3,0,207,0.56,0,4,35,0.93,2.19,8,106,3867,33857,0,0
com.freedomotic.things.impl,PowerMeter,addListenerToCurrent,0,0,0,0,0,1,32,2,0,1,1,2,1,1,0,16,0,3,8,2,293,0.33,0,1,26,1,1.62,24,166,3867,33857,0,0
com.freedomotic.things.impl,PowerMeter,addListenerToEnergy,0,0,0,0,0,1,32,2,0,1,1,2,1,1,0,16,0,3,8,2,293,0.33,0,1,26,1,1.62,24,166,3867,33857,0,0
com.freedomotic.things.impl,PowerMeter,addListenerToPower,0,0,0,0,0,1,32,2,0,1,1,2,1,1,0,16,0,3,8,2,293,0.33,0,1,26,1,1.62,24,166,3867,33857,0,0
com.freedomotic.things.impl,PowerMeter,addListenerToPowerFactor,0,0,0,0,0,1,32,2,0,1,1,2,1,1,0,16,0,3,8,2,293,0.33,0,1,26,1,1.62,24,166,3867,33857,0,0
com.freedomotic.things.impl,PowerMeter,addListenerToVoltage,0,0,0,0,0,1,32,2,0,1,1,2,1,1,0,16,0,3,8,2,293,0.33,0,1,26,1,1.62,24,166,3867,33857,0,0
com.freedomotic.plugins.devices.simulation.fromfile,WorkerThread,addLocationBasedEvent Coordinate GenericPerson,2,0,0,0,0,1,8,2,2,5,1,7,4,0.5,0,5,4,6,3,1,64,0.5,0,2,10,1,2,1,5,3867,33857,0,0
com.freedomotic.plugins.marytts,MaryTTS,addPath String,1,0,0,0,0,0,9,1,5,6,1,7,0,0,0,10,1,5,8,2,134,0.06,0,5,12,1,1.2,4,16,3867,33857,0,0
com.freedomotic.security,PluginRealm,addPlugin String String,2,0,0,0,0,0,5,1,1,3,1,4,0,0,0,2,0,0,2,1,16,1,0,0,2,0.33,1,6,50,3867,33857,0,0
com.freedomotic.api,EventTemplate,addProperty String?String,2,32,0,0,37,0,3,1,0,3,1,1,0,0,6,16,0,1,9,0,190,0.12,0,1,19,0.33,1.19,8609,15,3867,33857,0,0
com.freedomotic.security,Auth,addRealm,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,129,0,0,0,0,1,0,6,50,3867,33857,0,0
com.freedomotic.core,ResourcesManager,addResource String BufferedImage,2,0,0,0,0,0,3,1,0,3,1,1,0,0,0,9,3,3,2,0,200,0.54,0,1,17,1,1.89,13,62,3867,33857,1,0
com.freedomotic.security,Auth,addRole,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,129,0,0,0,0,1,0,6,50,3867,33857,0,0
com.freedomotic.security,User,addRole String,1,2,0,0,2,1,10,2,1,4,1,3,1,1,1,13,0,1,4,1,102,0.24,0,1,19,0.91,1.46,6,50,3867,33857,0,0
com.freedomotic.jfrontend.utils,PropertiesPanel,addRow,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,10,0,1,4,4,150,0.08,0,1,15,0.75,1.5,8,48,3867,33857,0,0
com.freedomotic.security,Auth,addUser String String String,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,129,0,0,0,0,1,0,6,50,3867,33857,0,0
com.darkprograms.speech.util,AePlayWave,AePlayWave String Position,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,3,0,0,3,1,85,1,0,0,9,1,3,3,26,3867,33857,0,0
com.darkprograms.speech.util,AePlayWave,AePlayWave String,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,3,0,0,3,1,85,1,0,0,9,1,3,3,26,3867,33857,0,0
com.freedomotic.restapi.server,OriginFilter,afterHandle,2,0,0,0,0,2,18,3,2,4,1,5,0,0,0,3,2,2,1,1,57,0,1,2,7,0,2.33,2,7,3867,33857,0,0
com.freedomotic.util,CloneOutput,annotateClass Class,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,3,0,0,1,2,20,1,0,0,3,0,1,11,57,3867,33857,0,0
com.freedomotic.util,CloneOutput,annotateProxy Class,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,3,0,0,1,2,20,1,0,0,3,0,1,11,57,3867,33857,0,0
com.freedomotic.api,APIStandardImpl,APIStandardImpl BusService EnvironmentRepository ClientStorage AppConfig,13,0,0,0,0,0,15,1,0,26,1,0,0,0,5,17,0,3,13,0,168,0.02,0,2,17,0.69,1,8609,15,3867,33857,0,0
com.freedomotic.settings,AppConfigImpl,AppConfigImpl,0,0,0,0,0,0,4,1,0,0,1,1,0,0,1,15,1,2,3,0,164,0.66,0,2,24,0.93,1.6,7,47,3867,33857,0,0
com.freedomotic.jfrontend,Log4jAppender,append,1,0,0,0,0,2,7,3,1,3,1,2,0,0,0,5,0,0,3,1,66,0,1,0,9,0.75,1.8,12,94,3867,33857,0,0
com.freedomotic.plugins.devices.webcam,CamMotionDetector,applyForgettingFactor List,1,0,0,0,0,1,21,2,11,5,1,4,0,0,0,10,2,11,4,2,112,0.17,0,6,16,1,1.6,5,27,3867,33857,0,0
com.freedomotic.plugins.devices.arduinoremotecontroller,ArduinoRemoteController,ArduinoRemoteController,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,9,1,6,6,2,85,0.04,0,4,9,1,1,2,10,3867,33857,0,0
com.freedomotic.plugins.devices.arduinousb,ArduinoUSB,ArduinoUSB,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,8,0,2,9,2,90,0.14,0,2,10,1,1.25,2,9,3867,33857,0,0
com.freedomotic.util,EqualsUtil,areEqual Object Object,2,1,0,0,1,1,4,2,0,2,1,1,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.util,EqualsUtil,areEqual double double,2,0,0,0,0,0,4,1,0,2,1,1,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.util,EqualsUtil,areEqual float float,2,0,0,0,0,0,4,1,0,2,1,1,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.util,EqualsUtil,areEqual long long,2,0,0,0,0,0,10,1,0,2,1,0,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.util,EqualsUtil,areEqual char char,2,0,0,0,0,0,4,1,0,2,1,0,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.util,EqualsUtil,areEqual boolean boolean,2,0,0,0,0,0,4,1,0,2,1,0,0,0,0,7,0,0,0,0,79,0,0,0,8,1,1.14,11,57,3867,33857,1,0
com.freedomotic.helpers,HttpHelperTest,asBasicAuthString,0,0,0,0,0,0,3,1,0,2,1,3,0,0,0,8,0,0,9,0,113,0.32,1,0,8,0.67,1,7,26,3867,33857,1,0
com.freedomotic.plugins.devices.i2c,WiiMotionPlus,asInt byte,1,0,0,0,0,1,7,2,1,0,1,0,0,0,0,4,1,1,2,0,47,0,0,1,6,1,1.5,6,27,3867,33857,0,0
com.freedomotic.plugins.devices.simulation,VariousSensors,askSomething,0,1,0,0,1,2,31,3,1,1,1,5,0,0,0,8,1,3,1,2,127,0,0,3,13,1,1.62,8,38,3867,33857,0,0
clientjava.openwebnet,OWN,assegnaChi,0,0,0,0,0,2,27,4,2,4,1,3,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,0
clientjava.openwebnet,OWN,assegnaChiCosaDoveQuando,0,0,0,0,0,6,77,12,3,7,1,6,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,1
clientjava.openwebnet,OWN,assegnaChiDove,0,0,0,0,0,3,40,6,2,4,1,4,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,0
clientjava.openwebnet,OWN,assegnaChiDoveGrandezza,0,0,0,0,0,4,87,11,4,8,1,4,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,1
clientjava.openwebnet,OWN,assegnaChiDoveGrandezzaValori,0,0,0,0,0,4,85,11,4,8,1,4,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,1
clientjava.openwebnet,OWN,assegnaIndirizzo,0,0,0,0,0,6,95,12,3,5,1,4,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,1
clientjava.openwebnet,OWN,assegnaLivelloInterfaccia,0,0,0,0,0,4,68,10,3,6,1,6,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,0,1
clientjava.openwebnet,OWN,assertCassandraStartup,1,0,0,0,0,0,5,1,2,2,1,1,0,0,13,45,0,0,15,0,1377,0.13,1,0,171,0.59,3.8,2,56,3867,33857,1,0
com.freedomotic.plugins.devices.restapiv3.representations,RoleRepresentation,asSimpleRole,0,0,0,0,0,0,7,1,2,3,1,2,0,0,3,7,0,0,2,0,43,0,0,0,7,0.4,1,4,24,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,AtmospherePermissionCheckResource,AtmospherePermissionCheckResource,0,0,0,0,0,0,7,1,2,3,1,2,0,0,0,2,5,5,5,0,46,1,0,4,4,0.5,2,8,8,3867,33857,0,0
com.freedomotic.core,Autodiscovery,Autodiscovery ClientStorage ThingRepository,5,0,0,0,0,0,7,1,0,9,1,0,0,0,1,10,11,11,6,1,229,0.14,0,8,25,0,2.5,13,62,3867,33857,0,0
com.freedomotic.plugins.devices.isy99i,AuxClass,AuxClass Protocol,1,1,0,0,1,0,3,1,0,0,1,0,0,0,0,2,0,1,1,0,14,1,1,1,2,0.5,1,8,66,3867,33857,0,0
com.freedomotic.plugins.devices.modbus.gateways,SerialInputStream,available,0,0,0,0,0,2,12,2,2,1,1,2,0,0,1,11,0,0,2,1,192,0.2,0,0,17,0.9,1.55,5,32,3867,33857,0,0
com.ftdi,FTDeviceInputStream,available,0,0,0,0,0,0,3,1,0,1,1,1,1,1,0,7,0,5,1,1,41,0.67,0,1,7,1,1,11,155,3867,33857,0,0
com.freedomotic.plugins,Awake,Awake,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,8,1,0,2,1,1,0.5,17,113,3867,33857,0,0
com.freedomotic.restapi.server,OriginFilter,beforeHandle,2,0,1,1,0,2,28,3,2,6,0.5,5,0,0,0,3,2,2,1,1,57,0,1,2,7,0,2.33,2,7,3867,33857,0,0
com.freedomotic.rules,BetweenTime,BetweenTime String String,2,1,0,0,1,2,9,1,1,5,1,2,0,0,1,3,0,0,5,1,69,0,0,0,9,0.5,3,15,64,3867,33857,0,0
com.freedomotic.rules,BinaryExpression,BinaryExpression String String,2,0,0,0,0,0,4,1,0,4,1,0,0,0,4,5,0,0,2,0,27,0.33,0,0,5,0,1,15,64,3867,33857,0,0
com.freedomotic.security,Auth,bindFakeUser String,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,129,0,0,0,0,1,0,6,50,3867,33857,0,0
com.freedomotic.api,Plugin,bindGuiToPlugin JFrame,1,0,0,0,0,0,5,1,0,3,1,2,0,0,12,44,16,17,19,0,541,0.09,1,11,56,0.62,1.27,8609,15,3867,33857,0,0
com.freedomotic.plugins.devices.modbus.gateways,SerialInputStream,blockingRead byte int int int,4,0,0,0,0,2,17,3,2,7,1,5,0,0,1,11,0,0,2,1,192,0.2,0,0,17,0.9,1.55,5,32,3867,33857,0,0
com.freedomotic.plugins.devices.modbus.gateways,SerialInputStream,blockingRead byte int int,3,0,0,0,0,0,3,1,0,4,1,1,0,0,1,11,0,0,2,1,192,0.2,0,0,17,0.9,1.55,5,32,3867,33857,0,0
com.freedomotic.plugins.devices.modbus.gateways,SerialInputStream,blockingRead byte int,2,0,0,0,0,0,3,1,0,3,1,1,0,0,1,11,0,0,2,1,192,0.2,0,0,17,0.9,1.55,5,32,3867,33857,0,0
com.freedomotic.plugins.devices.bluetooth_id,BluetoothID,blockingRead byte,1,0,0,0,0,0,3,1,0,3,1,1,0,0,0,10,0,0,6,2,212,0.06,4,0,15,0.45,1.5,2,14,3867,33857,0,0
com.freedomotic.plugins.devices.zibase,Board,BluetoothID String String int,0,0,0,0,0,0,4,1,0,0,1,1,0,0,10,11,0,0,5,0,54,0,0,0,11,0,1,4,110,3867,33857,0,0
com.freedomotic.plugins.devices.souliss,Board,Board String int String,3,1,0,0,1,0,5,1,0,3,1,3,0,0,6,7,0,0,3,0,36,0,0,0,7,0,1,5,29,3867,33857,0,0
com.freedomotic.plugins.devices.phwsw,Board,Board String int int String int,3,1,0,0,1,0,5,1,0,3,1,3,0,0,14,15,0,0,7,0,78,0,0,0,15,0,1,5,34,3867,33857,0,0
com.freedomotic.plugins.devices.k8055,Board,Board String int int String int,7,1,0,0,1,0,10,1,0,7,1,7,0,0,16,17,0,0,8,0,98,0,0,0,19,0,1.12,2,33,3867,33857,0,0
com.freedomotic.plugins.devices.flyport,Board,Board String int int String int,6,1,0,0,1,1,21,3,1,6,1,6,0,0,14,15,0,0,7,0,144,0,0,0,15,0,1,5,35,3867,33857,0,0
com.freedomotic.plugins.devices.zway,Board,Board String int String String,7,1,0,0,1,0,10,1,0,7,1,7,0,0,10,11,0,0,5,0,104,0,0,0,11,0,1,4,28,3867,33857,0,0
com.freedomotic.plugins.devices.tcw122bcm?,Board,Board String String  String String,5,1,0,0,1,0,7,1,0,5,1,5,0,0,32,33,0,0,16,0,168,0,0,0,33,0,1,1,1,3867,33857,0,0
com.freedomotic.plugins.devices.phwswethv2,Board,Board String int int int,16,1,0,0,1,0,18,1,0,16,1,16,0,0,51,56,0,0,25,0,293,0,0,0,60,0,1.07,4,60,3867,33857,0,0
com.freedomotic.plugins.devices.ipx800,Board,Board String String  int int,21,0,0,0,0,0,27,1,0,21,1,25,0,0,38,42,0,0,19,0,219,0,0,0,45,0,1.07,6,62,3867,33857,0,0
com.freedomotic.plugins.devices.i2c,Board,Board int int String,16,1,0,0,1,0,21,1,0,16,1,19,0,0,4,7,0,0,4,0,51,0,0,0,11,0.33,1.57,6,27,3867,33857,0,0
com.freedomotic.plugins.devices.hwgste,Board,Board String String  int int,3,1,0,0,1,0,6,1,0,0,1,0,0,0,9,10,0,0,5,0,53,0,0,0,10,0,1,3,13,3867,33857,0,0
com.freedomotic.plugins.devices.ethrly,Board,Board String int int String int,4,0,0,0,0,0,7,1,0,4,1,4,0,0,20,22,0,0,10,0,207,0,0,0,23,0,1.05,4,42,3867,33857,0,0
com.freedomotic.plugins.devices.daenetip2,Board,Board String String  int String,9,1,0,0,1,0,12,1,0,9,1,10,0,0,16,17,0,0,8,0,159,0,0,0,17,0,1,6,37,3867,33857,0,0
com.freedomotic.plugins.devices.arduinows,Board,Board String int,5,1,0,0,1,0,9,1,0,5,1,7,0,0,4,5,0,0,2,0,47,0,0,0,5,0,1,1,5,3867,33857,0,0
com.freedomotic.model.object,BooleanBehavior,Board,2,0,0,0,0,0,4,1,0,2,1,2,0,0,1,6,0,0,4,1,63,0,0,0,10,0.57,1.67,6,69,3867,33857,0,0
com.freedomotic.behaviors,BooleanBehaviorLogic,BooleanBehavior BooleanBehavior,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,16,4,13,3,0,207,0.56,0,4,35,0.93,2.19,8,106,3867,33857,0,0
com.freedomotic.behaviors,BooleanBehaviorLogic,BooleanBehaviorLogic BooleanBehavior,1,7,0,0,7,0,3,1,0,2,1,0,0,0,1,16,4,13,3,0,207,0.56,0,4,35,0.93,2.19,8,106,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,WebSocketEndpoint,broadcast EventTemplate,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,8,8,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,AtmosphereEventResource,broadcast EventTemplate,1,1,0,0,1,11,110,26,8,13,1,7,5,0.6,0,1,6,7,2,1,124,1,0,5,26,0.5,26,8,8,3867,33857,0,1
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,AtmosphereZoneChangeResource,broadcast EventTemplate,1,1,0,0,1,4,18,3,3,7,1,4,2,1,0,1,2,3,1,1,32,1,0,3,3,0.5,3,8,8,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,AtmospherePluginChangeResource,broadcast EventTemplate,1,1,2,2,1,4,16,3,3,6,0.5,4,3,1,0,1,2,4,1,1,31,1,0,4,3,0.5,3,8,8,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmospher,AtmosphereObjectChangeResource,broadcast EventTemplate,1,1,0,0,1,3,18,3,3,9,1,3,2,1,0,1,2,3,2,1,33,1,0,3,3,0.5,3,1,1,3867,33857,0,0
com.freedomotic.plugins.devices.restapiv3.resources.atmosphere,AtmosphereMessageCalloutResource,broadcast EventTemplate,1,1,0,0,1,3,12,2,2,5,1,3,1,1,0,1,2,3,2,1,27,1,0,3,2,0.5,2,8,8,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeTrigger,btnAddRowActionPerformed ActionEvent,1,0,0,0,1,0,3,1,0,0,1,1,0,0,0,10,15,28,26,5,422,0.11,0,3,28,0,2.8,9,31,3867,33857,0,0
com.freedomotic.plugins.devices.simulation.gui,VariousSensorsGui,btnBypassTriggerSystemActionPerformed  ActionEvent,1,1,0,0,1,0,7,1,1,1,1,3,1,1,0,13,1,8,18,5,324,0.32,0,6,14,1,1.08,10,21,3867,33857,0,0
com.freedomotic.plugins.devices.simulation.gui,VariousSensorsGui,btnCancelActionPerformed ActionEvent,1,1,0,0,1,0,3,1,0,0,1,1,0,0,0,13,1,8,18,5,324,0.32,0,6,14,1,1.08,10,21,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeCommand,btnChangeReceiverActionPerformed ActionEvent,1,1,0,0,1,0,5,1,0,2,1,3,0,0,0,9,1,6,21,5,335,0.46,0,4,15,0,1.67,9,31,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeTrigger,btnDeleteActionPerformed ActionEvent,1,0,0,0,1,0,5,1,0,3,1,3,0,0,0,10,15,28,26,5,422,0.11,0,3,28,0,2.8,9,31,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeCommand,btnDeleteActionPerformed ActionEvent,1,1,0,0,1,0,5,1,0,3,1,3,0,0,0,9,1,6,21,5,335,0.46,0,4,15,0,1.67,9,31,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeTrigger,btnEditActionPerformed ActionEvent,1,0,0,0,1,0,4,1,0,1,1,2,0,0,0,10,15,28,26,5,422,0.11,0,3,28,0,2.8,9,31,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeCommand,btnEditActionPerformed ActionEvent,1,1,0,0,1,1,18,2,3,5,1,7,0,0,0,9,1,6,21,5,335,0.46,0,4,15,0,1.67,9,31,3867,33857,0,0
com.freedomotic.plugins.devices.simulation.gui,VariousSensorsGui,btnJoinDeviceActionPerformed ActionEvent,1,1,0,0,1,0,13,1,1,3,1,4,1,1,0,13,1,8,18,5,324,0.32,0,6,14,1,1.08,10,21,3867,33857,0,0
com.freedomotic.plugins.marytts,MaryTTSGui,btnOkActionPerformed ActionEvent,1,1,0,0,1,0,3,1,0,2,1,3,1,1,0,3,0,1,6,5,85,1,0,1,3,0,1,4,16,3867,33857,0,0
com.freedomotic.plugins.freetts,TextToSpeechGui,btnOkActionPerformed ActionEvent,1,1,0,0,1,0,3,1,0,2,1,3,1,1,0,3,0,1,6,5,85,1,0,1,3,0,1,4,15,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeTrigger,btnSaveActionPerformed ActionEvent,1,0,1,1,1,1,20,2,3,4,0.5,8,0,0,0,10,15,28,26,5,422,0.11,0,3,28,0,2.8,9,31,3867,33857,0,0
com.freedomotic.jfrontend.automationeditor,CustomizeCommand,btnSaveActionPerformed ActionEvent,1,1,0,0,1,1,17,2,3,4,1,6,0,0,0,9,1,6,21,5,335,0.46,0,4,15,0,1.67,9,31,3867,33857,0,0
com.freedomotic.plugins.devices.sms,SmsSenderGui,btnSendActionPerformed ActionEvent,1,1,0,0,1,1,7,3,2,5,1,2,1,1,0,3,0,1,7,5,98,1,1,1,5,0,1.67,2,5,3867,33857,0,0
com.freedomotic.plugins.devices.sms,SmsSenderGui,btnSendNlpTextActionPerformed,1,1,0,0,1,0,3,1,0,1,1,2,0,0,0,3,0,1,7,5,98,1,1,1,5,0,1.67,2,5,3867,33857,0,0
com.freedomotic.plugins.devices.btspeechrecognition,BTServer,BTServer BTSpeechRecognition,1,1,0,0,1,0,6,1,0,0,1,1,0,0,0,6,3,3,6,1,119,0.6,1,2,8,0.5,1.33,4,24,3867,33857,0,0
com.freedomotic.plugins.devices.btspeechrecognition,BTSpeechRecognition,BTSpeechRecognition,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,11,0,1,1,2,103,0.02,0,1,14,1,1.27,4,24,3867,33857,0,0
com.freedomotic.plugins.devices.persistence.model.avro,FreedomoticData,build,0,0,0,0,0,2,12,5,2,1,1,3,0,0,9,19,3,3,8,1,397,0,4,1,27,0.36,1.42,3,52,3867,33857,0,0
com.freedomotic.plugins.devices.mailer,Mailer,buildAttachmentFromAbsolutePath String,1,0,0,0,0,1,16,4,1,4,1,4,0,0,0,8,0,6,5,2,184,0.05,0,3,24,0,3,3,15,3867,33857,0,0
com.freedomotic.plugins.devices.persistence.model.avr,Builder,Builder FreedomoticData,1,1,8,1,1,1,19,5,0,5,0,1,0,0,4,20,5,5,4,1,230,0,0,1,32,0.76,1.6,1,2,3867,33857,0,1
com.freedomotic.plugins.devices.persistence.model.avr,Builder,Builder FreedomoticData,1,1,0,0,1,1,19,5,0,5,1,1,0,0,4,20,5,5,4,1,230,0,0,1,32,0.76,1.6,1,2,3867,33857,0,0
com.freedomotic.plugins.devices.persistence.model.avro,Builder,Builder,0,1,0,0,1,0,3,1,0,0,1,0,0,0,4,20,5,5,4,1,230,0,0,1,32,0.76,1.6,3,52,3867,33857,0,0
